year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_bes_hc_rse_t
2017,NUTS,2010,UKG1,2,7494.0
2018,NUTS,2010,UKG1,2,8935.0
2011,NUTS,2010,UKG2,2,1262.0
2012,NUTS,2010,UKG2,2,1331.0
2013,NUTS,2010,UKG2,2,1496.0
2014,NUTS,2010,UKG2,2,1705.0
2015,NUTS,2010,UKG2,2,1811.0
2016,NUTS,2010,UKG2,2,1788.0
2017,NUTS,2010,UKG2,2,1970.0
2018,NUTS,2010,UKG2,2,2098.0
2011,NUTS,2010,UKG3,2,3010.0
2012,NUTS,2010,UKG3,2,3171.0
2013,NUTS,2010,UKG3,2,3676.0
2014,NUTS,2010,UKG3,2,4535.0
2015,NUTS,2010,UKG3,2,4413.0
2016,NUTS,2010,UKG3,2,4353.0
2017,NUTS,2010,UKG3,2,4448.0
2018,NUTS,2010,UKG3,2,4446.0
2011,NUTS,2010,UKH,1,21079.0
2012,NUTS,2010,UKH,1,19923.0
2013,NUTS,2010,UKH,1,21209.0
2014,NUTS,2010,UKH,1,22818.0
2015,NUTS,2010,UKH,1,23942.0
2016,NUTS,2010,UKH,1,24562.0
2017,NUTS,2010,UKH,1,25954.0
2018,NUTS,2010,UKH,1,26503.0
2011,NUTS,2010,UKH1,2,12008.0
2012,NUTS,2010,UKH1,2,11157.0
2013,NUTS,2010,UKH1,2,11273.0
2014,NUTS,2010,UKH1,2,12564.0
2015,NUTS,2010,UKH1,2,12927.0
2016,NUTS,2010,UKH1,2,13403.0
2017,NUTS,2010,UKH1,2,15340.0
2018,NUTS,2010,UKH1,2,16240.0
2011,NUTS,2010,UKH2,2,5427.0
2012,NUTS,2010,UKH2,2,5638.0
2013,NUTS,2010,UKH2,2,6726.0
2014,NUTS,2010,UKH2,2,6783.0
2015,NUTS,2010,UKH2,2,7322.0
2016,NUTS,2010,UKH2,2,7114.0
2017,NUTS,2010,UKH2,2,6914.0
2018,NUTS,2010,UKH2,2,6712.0
2011,NUTS,2010,UKH3,2,3644.0
2012,NUTS,2010,UKH3,2,3128.0
2013,NUTS,2010,UKH3,2,3210.0
2014,NUTS,2010,UKH3,2,3470.0
2015,NUTS,2010,UKH3,2,3692.0
2016,NUTS,2010,UKH3,2,4045.0
2017,NUTS,2010,UKH3,2,3700.0
2018,NUTS,2010,UKH3,2,3551.0
2011,NUTS,2010,UKI,1,8154.0
2012,NUTS,2010,UKI,1,9739.0
2013,NUTS,2010,UKI,1,10494.0
2014,NUTS,2010,UKI,1,12455.0
2015,NUTS,2010,UKI,1,12410.0
2016,NUTS,2010,UKI,1,12671.0
2017,NUTS,2010,UKI,1,17842.0
2018,NUTS,2010,UKI,1,17662.0
2011,NUTS,2010,UKI3,2,3245.0
2012,NUTS,2010,UKI3,2,3656.0
2013,NUTS,2010,UKI3,2,4273.0
2014,NUTS,2010,UKI3,2,5230.0
2015,NUTS,2010,UKI3,2,5026.0
2016,NUTS,2010,UKI3,2,5540.0
2017,NUTS,2010,UKI3,2,7596.0
2018,NUTS,2010,UKI3,2,8113.0
2011,NUTS,2010,UKI4,2,1411.0
2012,NUTS,2010,UKI4,2,1596.0
2013,NUTS,2010,UKI4,2,2167.0
2014,NUTS,2010,UKI4,2,2674.0
2015,NUTS,2010,UKI4,2,2047.0
2016,NUTS,2010,UKI4,2,2030.0
2017,NUTS,2010,UKI4,2,2904.0
2018,NUTS,2010,UKI4,2,3489.0
2011,NUTS,2010,UKI5,2,454.0
2012,NUTS,2010,UKI5,2,518.0
2013,NUTS,2010,UKI5,2,559.0
2014,NUTS,2010,UKI5,2,603.0
2015,NUTS,2010,UKI5,2,623.0
2016,NUTS,2010,UKI5,2,656.0
2017,NUTS,2010,UKI5,2,581.0
2018,NUTS,2010,UKI5,2,753.0
2011,NUTS,2010,UKI6,2,1027.0
2012,NUTS,2010,UKI6,2,908.0
2013,NUTS,2010,UKI6,2,575.0
2014,NUTS,2010,UKI6,2,781.0
2015,NUTS,2010,UKI6,2,581.0
2016,NUTS,2010,UKI6,2,672.0
2017,NUTS,2010,UKI6,2,969.0
2018,NUTS,2010,UKI6,2,787.0
2011,NUTS,2010,UKI7,2,2017.0
2012,NUTS,2010,UKI7,2,3061.0
2013,NUTS,2010,UKI7,2,2922.0
2014,NUTS,2010,UKI7,2,3168.0
2015,NUTS,2010,UKI7,2,4134.0
2016,NUTS,2010,UKI7,2,3774.0
2017,NUTS,2010,UKI7,2,5791.0
2018,NUTS,2010,UKI7,2,4520.0
2011,NUTS,2010,UKJ,1,23395.0
2012,NUTS,2010,UKJ,1,25601.0
2013,NUTS,2010,UKJ,1,27571.0
2014,NUTS,2010,UKJ,1,28265.0
2015,NUTS,2010,UKJ,1,28939.0
2016,NUTS,2010,UKJ,1,30081.0
2017,NUTS,2010,UKJ,1,29264.0
2018,NUTS,2010,UKJ,1,32001.0
2011,NUTS,2010,UKJ1,2,8802.0
2012,NUTS,2010,UKJ1,2,10491.0
2013,NUTS,2010,UKJ1,2,12561.0
2014,NUTS,2010,UKJ1,2,12951.0
2015,NUTS,2010,UKJ1,2,12502.0
2016,NUTS,2010,UKJ1,2,13927.0
2017,NUTS,2010,UKJ1,2,13117.0
2018,NUTS,2010,UKJ1,2,14612.0
2011,NUTS,2010,UKJ2,2,4705.0
2012,NUTS,2010,UKJ2,2,5438.0
2013,NUTS,2010,UKJ2,2,5467.0
2014,NUTS,2010,UKJ2,2,5829.0
2015,NUTS,2010,UKJ2,2,6787.0
2016,NUTS,2010,UKJ2,2,7253.0
2017,NUTS,2010,UKJ2,2,7545.0
2018,NUTS,2010,UKJ2,2,7770.0
2011,NUTS,2010,UKJ3,2,6545.0
2012,NUTS,2010,UKJ3,2,7033.0
2013,NUTS,2010,UKJ3,2,7296.0
2014,NUTS,2010,UKJ3,2,7172.0
2015,NUTS,2010,UKJ3,2,7316.0
2016,NUTS,2010,UKJ3,2,6875.0
2017,NUTS,2010,UKJ3,2,6372.0
2018,NUTS,2010,UKJ3,2,7323.0
2011,NUTS,2010,UKJ4,2,3343.0
2012,NUTS,2010,UKJ4,2,2639.0
2013,NUTS,2010,UKJ4,2,2248.0
2014,NUTS,2010,UKJ4,2,2313.0
2015,NUTS,2010,UKJ4,2,2334.0
2016,NUTS,2010,UKJ4,2,2027.0
2017,NUTS,2010,UKJ4,2,2231.0
2018,NUTS,2010,UKJ4,2,2296.0
2011,NUTS,2010,UKK,1,10861.0
2012,NUTS,2010,UKK,1,11523.0
2013,NUTS,2010,UKK,1,11921.0
2014,NUTS,2010,UKK,1,12911.0
2015,NUTS,2010,UKK,1,12996.0
2016,NUTS,2010,UKK,1,13578.0
2017,NUTS,2010,UKK,1,14219.0
2018,NUTS,2010,UKK,1,16414.0
2011,NUTS,2010,UKK1,2,8810.0
2012,NUTS,2010,UKK1,2,9385.0
2013,NUTS,2010,UKK1,2,9661.0
2014,NUTS,2010,UKK1,2,9743.0
2015,NUTS,2010,UKK1,2,9510.0
2016,NUTS,2010,UKK1,2,10135.0
2017,NUTS,2010,UKK1,2,10368.0
2018,NUTS,2010,UKK1,2,12437.0
2011,NUTS,2010,UKK2,2,1299.0
2012,NUTS,2010,UKK2,2,1399.0
2013,NUTS,2010,UKK2,2,1466.0
2014,NUTS,2010,UKK2,2,1680.0
2015,NUTS,2010,UKK2,2,1843.0
2016,NUTS,2010,UKK2,2,1768.0
2017,NUTS,2010,UKK2,2,1904.0
2018,NUTS,2010,UKK2,2,2026.0
2011,NUTS,2010,UKK3,2,203.0
2012,NUTS,2010,UKK3,2,205.0
2013,NUTS,2010,UKK3,2,195.0
2014,NUTS,2010,UKK3,2,233.0
2015,NUTS,2010,UKK3,2,287.0
2016,NUTS,2010,UKK3,2,298.0
2017,NUTS,2010,UKK3,2,419.0
2018,NUTS,2010,UKK3,2,334.0
2011,NUTS,2010,UKK4,2,549.0
2012,NUTS,2010,UKK4,2,533.0
2013,NUTS,2010,UKK4,2,599.0
2014,NUTS,2010,UKK4,2,1256.0
2015,NUTS,2010,UKK4,2,1356.0
2016,NUTS,2010,UKK4,2,1377.0
2017,NUTS,2010,UKK4,2,1529.0
2018,NUTS,2010,UKK4,2,1617.0
2011,NUTS,2010,UKL,1,3950.0
2012,NUTS,2010,UKL,1,2445.0
2013,NUTS,2010,UKL,1,3557.0
2014,NUTS,2010,UKL,1,4123.0
2015,NUTS,2010,UKL,1,3656.0
2016,NUTS,2010,UKL,1,4053.0
2017,NUTS,2010,UKL,1,4910.0
2018,NUTS,2010,UKL,1,5049.0
2011,NUTS,2010,UKL1,2,1233.0
2012,NUTS,2010,UKL1,2,628.0
2013,NUTS,2010,UKL1,2,778.0
2014,NUTS,2010,UKL1,2,2259.0
2015,NUTS,2010,UKL1,2,1826.0
2016,NUTS,2010,UKL1,2,1958.0
2017,NUTS,2010,UKL1,2,2562.0
2018,NUTS,2010,UKL1,2,2623.0
2011,NUTS,2010,UKL2,2,2717.0
2012,NUTS,2010,UKL2,2,1816.0
2013,NUTS,2010,UKL2,2,2779.0
2014,NUTS,2010,UKL2,2,1864.0
2015,NUTS,2010,UKL2,2,1831.0
2016,NUTS,2010,UKL2,2,2095.0
2017,NUTS,2010,UKL2,2,2348.0
2018,NUTS,2010,UKL2,2,2426.0
2011,NUTS,2010,UKM,1,5419.0
2012,NUTS,2010,UKM,1,5818.0
2013,NUTS,2010,UKM,1,6768.0
2014,NUTS,2010,UKM,1,6883.0
2015,NUTS,2010,UKM,1,6936.0
2016,NUTS,2010,UKM,1,8778.0
2017,NUTS,2010,UKM,1,9084.0
2018,NUTS,2010,UKM,1,9490.0
2011,NUTS,2010,UKM2,2,803.0
2012,NUTS,2010,UKM2,2,946.0
2013,NUTS,2010,UKM2,2,955.0
2014,NUTS,2010,UKM2,2,1108.0
2015,NUTS,2010,UKM2,2,3879.0
2016,NUTS,2010,UKM2,2,4429.0
2017,NUTS,2010,UKM2,2,5031.0
2011,NUTS,2010,UKM3,2,2765.0
2012,NUTS,2010,UKM3,2,2892.0
2013,NUTS,2010,UKM3,2,3443.0
2014,NUTS,2010,UKM3,2,3553.0
2015,NUTS,2010,UKM3,2,1973.0
2016,NUTS,2010,UKM3,2,2220.0
2017,NUTS,2010,UKM3,2,2601.0
2011,NUTS,2010,UKM5,2,1621.0
2012,NUTS,2010,UKM5,2,1820.0
2013,NUTS,2010,UKM5,2,2113.0
2014,NUTS,2010,UKM5,2,1974.0
2015,NUTS,2010,UKM5,2,826.0
2016,NUTS,2010,UKM5,2,1896.0
2017,NUTS,2010,UKM5,2,1150.0
2018,NUTS,2010,UKM5,2,1121.0
2011,NUTS,2010,UKM6,2,230.0
2012,NUTS,2010,UKM6,2,159.0
2013,NUTS,2010,UKM6,2,257.0
2014,NUTS,2010,UKM6,2,247.0
2015,NUTS,2010,UKM6,2,258.0
2016,NUTS,2010,UKM6,2,233.0
2017,NUTS,2010,UKM6,2,302.0
2018,NUTS,2010,UKM6,2,268.0
2014,NUTS,2010,UKM7,2,1108.0
2015,NUTS,2010,UKM7,2,3879.0
2016,NUTS,2010,UKM7,2,4429.0
2017,NUTS,2010,UKM7,2,5031.0
2018,NUTS,2010,UKM7,2,5639.0
2014,NUTS,2010,UKM8,2,2467.0
2015,NUTS,2010,UKM8,2,1370.0
2016,NUTS,2010,UKM8,2,1542.0
2017,NUTS,2010,UKM8,2,1806.0
2018,NUTS,2010,UKM8,2,1710.0
2014,NUTS,2010,UKM9,2,1086.0
2015,NUTS,2010,UKM9,2,603.0
2016,NUTS,2010,UKM9,2,679.0
2017,NUTS,2010,UKM9,2,795.0
2018,NUTS,2010,UKM9,2,753.0
2011,NUTS,2010,UKN,1,2694.0
2012,NUTS,2010,UKN,1,3213.0
2013,NUTS,2010,UKN,1,3330.0
2014,NUTS,2010,UKN,1,3588.0
2015,NUTS,2010,UKN,1,3716.0
2016,NUTS,2010,UKN,1,4267.0
2017,NUTS,2010,UKN,1,4066.0
2018,NUTS,2010,UKN,1,4092.0
2011,NUTS,2010,UKN0,2,2694.0
2012,NUTS,2010,UKN0,2,3213.0
2013,NUTS,2010,UKN0,2,3330.0
2014,NUTS,2010,UKN0,2,3588.0
2015,NUTS,2010,UKN0,2,3716.0
2016,NUTS,2010,UKN0,2,4267.0
2017,NUTS,2010,UKN0,2,4066.0
2018,NUTS,2010,UKN0,2,4092.0
2011,NUTS,2010,US,0,1003000.0
2012,NUTS,2010,US,0,1004000.0
2013,NUTS,2010,US,0,1014000.0
2014,NUTS,2010,US,0,1060000.0
2015,NUTS,2010,US,0,1075000.0
