year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_se_pc_pop
2016,NUTS,2010,ITH5,2,3.1
2017,NUTS,2010,ITH5,2,2.8
2018,NUTS,2010,ITH5,2,3.0
2019,NUTS,2010,ITH5,2,3.1
2020,NUTS,2010,ITH5,2,3.2
2011,NUTS,2010,ITI,1,2.5
2012,NUTS,2010,ITI,1,2.4
2013,NUTS,2010,ITI,1,2.4
2014,NUTS,2010,ITI,1,2.8
2015,NUTS,2010,ITI,1,2.7
2016,NUTS,2010,ITI,1,2.7
2017,NUTS,2010,ITI,1,3.0
2018,NUTS,2010,ITI,1,3.2
2019,NUTS,2010,ITI,1,3.3
2020,NUTS,2010,ITI,1,3.2
2011,NUTS,2010,ITI1,2,2.4
2012,NUTS,2010,ITI1,2,2.5
2013,NUTS,2010,ITI1,2,2.3
2014,NUTS,2010,ITI1,2,2.6
2015,NUTS,2010,ITI1,2,2.5
2016,NUTS,2010,ITI1,2,2.4
2017,NUTS,2010,ITI1,2,2.8
2018,NUTS,2010,ITI1,2,3.1
2019,NUTS,2010,ITI1,2,2.9
2020,NUTS,2010,ITI1,2,3.0
2011,NUTS,2010,ITI2,2,2.5
2012,NUTS,2010,ITI2,2,2.2
2013,NUTS,2010,ITI2,2,2.2
2014,NUTS,2010,ITI2,2,2.4
2015,NUTS,2010,ITI2,2,2.5
2016,NUTS,2010,ITI2,2,2.3
2017,NUTS,2010,ITI2,2,2.6
2018,NUTS,2010,ITI2,2,2.9
2019,NUTS,2010,ITI2,2,2.7
2020,NUTS,2010,ITI2,2,2.5
2011,NUTS,2010,ITI3,2,1.7
2012,NUTS,2010,ITI3,2,1.9
2013,NUTS,2010,ITI3,2,2.0
2014,NUTS,2010,ITI3,2,2.0
2015,NUTS,2010,ITI3,2,1.8
2016,NUTS,2010,ITI3,2,2.0
2017,NUTS,2010,ITI3,2,2.3
2018,NUTS,2010,ITI3,2,2.4
2019,NUTS,2010,ITI3,2,2.5
2020,NUTS,2010,ITI3,2,2.6
2011,NUTS,2010,ITI4,2,2.7
2012,NUTS,2010,ITI4,2,2.6
2013,NUTS,2010,ITI4,2,2.6
2014,NUTS,2010,ITI4,2,3.2
2015,NUTS,2010,ITI4,2,3.1
2016,NUTS,2010,ITI4,2,3.1
2017,NUTS,2010,ITI4,2,3.3
2018,NUTS,2010,ITI4,2,3.5
2019,NUTS,2010,ITI4,2,3.8
2020,NUTS,2010,ITI4,2,3.6
2011,NUTS,2010,LT,0,3.6
2012,NUTS,2010,LT,0,3.6
2013,NUTS,2010,LT,0,3.9
2014,NUTS,2010,LT,0,4.3
2015,NUTS,2010,LT,0,4.4
2016,NUTS,2010,LT,0,4.6
2017,NUTS,2010,LT,0,4.8
2018,NUTS,2010,LT,0,5.1
2019,NUTS,2010,LT,0,5.4
2020,NUTS,2010,LT,0,5.3
2011,NUTS,2010,LT0,1,3.6
2012,NUTS,2010,LT0,1,3.6
2013,NUTS,2010,LT0,1,3.9
2014,NUTS,2010,LT0,1,4.3
2015,NUTS,2010,LT0,1,4.4
2016,NUTS,2010,LT0,1,4.6
2017,NUTS,2010,LT0,1,4.8
2018,NUTS,2010,LT0,1,5.1
2019,NUTS,2010,LT0,1,5.4
2020,NUTS,2010,LT0,1,5.3
2011,NUTS,2010,LT00,2,3.6
2012,NUTS,2010,LT00,2,3.6
2013,NUTS,2010,LT01,2,5.3
2014,NUTS,2010,LT01,2,5.6
2015,NUTS,2010,LT01,2,5.8
2016,NUTS,2010,LT01,2,5.9
2017,NUTS,2010,LT01,2,6.1
2018,NUTS,2010,LT01,2,6.6
2019,NUTS,2010,LT01,2,7.5
2020,NUTS,2010,LT01,2,8.1
2013,NUTS,2010,LT02,2,3.4
2014,NUTS,2010,LT02,2,3.8
2015,NUTS,2010,LT02,2,3.9
2016,NUTS,2010,LT02,2,4.1
2017,NUTS,2010,LT02,2,4.2
2018,NUTS,2010,LT02,2,4.4
2019,NUTS,2010,LT02,2,4.5
2020,NUTS,2010,LT02,2,4.2
2011,NUTS,2010,LU,0,4.6
2012,NUTS,2010,LU,0,5.0
2013,NUTS,2010,LU,0,5.3
2014,NUTS,2010,LU,0,6.2
2015,NUTS,2010,LU,0,5.3
2016,NUTS,2010,LU,0,5.5
2017,NUTS,2010,LU,0,5.6
2018,NUTS,2010,LU,0,5.9
2019,NUTS,2010,LU,0,6.7
2020,NUTS,2010,LU,0,6.7
2011,NUTS,2010,LU0,1,4.6
2012,NUTS,2010,LU0,1,5.0
2013,NUTS,2010,LU0,1,5.3
2014,NUTS,2010,LU0,1,6.2
2015,NUTS,2010,LU0,1,5.3
2016,NUTS,2010,LU0,1,5.5
2017,NUTS,2010,LU0,1,5.6
2018,NUTS,2010,LU0,1,5.9
2019,NUTS,2010,LU0,1,6.7
2020,NUTS,2010,LU0,1,6.7
2011,NUTS,2010,LU00,2,4.6
2012,NUTS,2010,LU00,2,5.0
2013,NUTS,2010,LU00,2,5.3
2014,NUTS,2010,LU00,2,6.2
2015,NUTS,2010,LU00,2,5.3
2016,NUTS,2010,LU00,2,5.5
2017,NUTS,2010,LU00,2,5.6
2018,NUTS,2010,LU00,2,5.9
2019,NUTS,2010,LU00,2,6.7
2020,NUTS,2010,LU00,2,6.7
2011,NUTS,2010,LV,0,3.1
2012,NUTS,2010,LV,0,3.0
2013,NUTS,2010,LV,0,3.0
2014,NUTS,2010,LV,0,3.3
2015,NUTS,2010,LV,0,3.3
2016,NUTS,2010,LV,0,3.4
2017,NUTS,2010,LV,0,3.6
2018,NUTS,2010,LV,0,3.6
2019,NUTS,2010,LV,0,3.8
2020,NUTS,2010,LV,0,4.3
2011,NUTS,2010,LV0,1,3.1
2012,NUTS,2010,LV0,1,3.0
2013,NUTS,2010,LV0,1,3.0
2014,NUTS,2010,LV0,1,3.3
2015,NUTS,2010,LV0,1,3.3
2016,NUTS,2010,LV0,1,3.4
2017,NUTS,2010,LV0,1,3.6
2018,NUTS,2010,LV0,1,3.6
2019,NUTS,2010,LV0,1,3.8
2020,NUTS,2010,LV0,1,4.3
2011,NUTS,2010,LV00,2,3.1
2012,NUTS,2010,LV00,2,3.0
2013,NUTS,2010,LV00,2,3.0
2014,NUTS,2010,LV00,2,3.3
2015,NUTS,2010,LV00,2,3.3
2016,NUTS,2010,LV00,2,3.4
2017,NUTS,2010,LV00,2,3.6
2018,NUTS,2010,LV00,2,3.6
2019,NUTS,2010,LV00,2,3.8
2020,NUTS,2010,LV00,2,4.3
2011,NUTS,2010,ME,0,1.6
2012,NUTS,2010,ME,0,2.0
2013,NUTS,2010,ME,0,2.1
2014,NUTS,2010,ME,0,2.3
2015,NUTS,2010,ME,0,2.3
2016,NUTS,2010,ME,0,2.7
2017,NUTS,2010,ME,0,2.5
2018,NUTS,2010,ME,0,2.4
2019,NUTS,2010,ME,0,2.5
2020,NUTS,2010,ME,0,2.4
2011,NUTS,2010,ME0,1,1.6
2012,NUTS,2010,ME0,1,2.0
2013,NUTS,2010,ME0,1,2.1
2014,NUTS,2010,ME0,1,2.3
2015,NUTS,2010,ME0,1,2.3
2016,NUTS,2010,ME0,1,2.7
2017,NUTS,2010,ME0,1,2.5
2018,NUTS,2010,ME0,1,2.4
2019,NUTS,2010,ME0,1,2.5
2020,NUTS,2010,ME0,1,2.4
2011,NUTS,2010,ME00,2,1.6
2012,NUTS,2010,ME00,2,2.0
2013,NUTS,2010,ME00,2,2.1
2014,NUTS,2010,ME00,2,2.3
2015,NUTS,2010,ME00,2,2.3
2016,NUTS,2010,ME00,2,2.7
2017,NUTS,2010,ME00,2,2.5
2018,NUTS,2010,ME00,2,2.4
2019,NUTS,2010,ME00,2,2.5
2020,NUTS,2010,ME00,2,2.4
2011,NUTS,2010,MK,0,1.6
2012,NUTS,2010,MK,0,1.7
2013,NUTS,2010,MK,0,1.6
2014,NUTS,2010,MK,0,1.7
2015,NUTS,2010,MK,0,1.9
2016,NUTS,2010,MK,0,2.2
2017,NUTS,2010,MK,0,2.2
2018,NUTS,2010,MK,0,2.2
2019,NUTS,2010,MK,0,2.3
2020,NUTS,2010,MK,0,2.5
2011,NUTS,2010,MK0,1,1.6
2012,NUTS,2010,MK0,1,1.7
2013,NUTS,2010,MK0,1,1.6
2014,NUTS,2010,MK0,1,1.7
2015,NUTS,2010,MK0,1,1.9
2016,NUTS,2010,MK0,1,2.2
2017,NUTS,2010,MK0,1,2.2
2018,NUTS,2010,MK0,1,2.2
2019,NUTS,2010,MK0,1,2.3
2020,NUTS,2010,MK0,1,2.5
2011,NUTS,2010,MK00,2,1.6
2012,NUTS,2010,MK00,2,1.7
2013,NUTS,2010,MK00,2,1.6
2014,NUTS,2010,MK00,2,1.7
2015,NUTS,2010,MK00,2,1.9
2016,NUTS,2010,MK00,2,2.2
2017,NUTS,2010,MK00,2,2.2
2018,NUTS,2010,MK00,2,2.2
2019,NUTS,2010,MK00,2,2.3
2020,NUTS,2010,MK00,2,2.5
2011,NUTS,2010,MT,0,2.7
2012,NUTS,2010,MT,0,3.2
2013,NUTS,2010,MT,0,3.3
2014,NUTS,2010,MT,0,3.2
2015,NUTS,2010,MT,0,3.3
2016,NUTS,2010,MT,0,3.8
2017,NUTS,2010,MT,0,4.2
2018,NUTS,2010,MT,0,4.7
2019,NUTS,2010,MT,0,5.5
2020,NUTS,2010,MT,0,5.5
2011,NUTS,2010,MT0,1,2.7
2012,NUTS,2010,MT0,1,3.2
2013,NUTS,2010,MT0,1,3.3
2014,NUTS,2010,MT0,1,3.2
2015,NUTS,2010,MT0,1,3.3
2016,NUTS,2010,MT0,1,3.8
2017,NUTS,2010,MT0,1,4.2
2018,NUTS,2010,MT0,1,4.7
2019,NUTS,2010,MT0,1,5.5
2020,NUTS,2010,MT0,1,5.5
2011,NUTS,2010,MT00,2,2.7
2012,NUTS,2010,MT00,2,3.2
2013,NUTS,2010,MT00,2,3.3
2014,NUTS,2010,MT00,2,3.2
2015,NUTS,2010,MT00,2,3.3
2016,NUTS,2010,MT00,2,3.8
2017,NUTS,2010,MT00,2,4.2
2018,NUTS,2010,MT00,2,4.7
2019,NUTS,2010,MT00,2,5.5
2020,NUTS,2010,MT00,2,5.5
2011,NUTS,2010,NL,0,5.5
2012,NUTS,2010,NL,0,5.7
2013,NUTS,2010,NL,0,6.0
2014,NUTS,2010,NL,0,6.0
2015,NUTS,2010,NL,0,6.2
2016,NUTS,2010,NL,0,6.3
2017,NUTS,2010,NL,0,6.4
2018,NUTS,2010,NL,0,6.9
2019,NUTS,2010,NL,0,7.4
2020,NUTS,2010,NL,0,7.5
2011,NUTS,2010,NL1,1,4.6
2012,NUTS,2010,NL1,1,4.5
2013,NUTS,2010,NL1,1,5.0
2014,NUTS,2010,NL1,1,4.9
2015,NUTS,2010,NL1,1,4.8
2016,NUTS,2010,NL1,1,5.3
2017,NUTS,2010,NL1,1,5.3
2018,NUTS,2010,NL1,1,5.8
2019,NUTS,2010,NL1,1,5.7
2020,NUTS,2010,NL1,1,5.7
2011,NUTS,2010,NL11,2,5.4
2012,NUTS,2010,NL11,2,4.9
2013,NUTS,2010,NL11,2,5.8
2014,NUTS,2010,NL11,2,5.7
2015,NUTS,2010,NL11,2,5.6
2016,NUTS,2010,NL11,2,6.6
2017,NUTS,2010,NL11,2,6.3
2018,NUTS,2010,NL11,2,6.5
2019,NUTS,2010,NL11,2,6.3
2020,NUTS,2010,NL11,2,6.4
2011,NUTS,2010,NL12,2,4.3
2012,NUTS,2010,NL12,2,4.4
2013,NUTS,2010,NL12,2,4.6
2014,NUTS,2010,NL12,2,4.5
2015,NUTS,2010,NL12,2,4.1
2016,NUTS,2010,NL12,2,4.3
2017,NUTS,2010,NL12,2,4.6
2018,NUTS,2010,NL12,2,5.7
2019,NUTS,2010,NL12,2,5.6
2020,NUTS,2010,NL12,2,5.2
2011,NUTS,2010,NL13,2,3.8
2012,NUTS,2010,NL13,2,4.3
2013,NUTS,2010,NL13,2,4.5
2014,NUTS,2010,NL13,2,4.5
2015,NUTS,2010,NL13,2,4.7
2016,NUTS,2010,NL13,2,4.9
2017,NUTS,2010,NL13,2,4.8
2018,NUTS,2010,NL13,2,5.0
2019,NUTS,2010,NL13,2,5.3
2020,NUTS,2010,NL13,2,5.6
2011,NUTS,2010,NL2,1,5.4
2012,NUTS,2010,NL2,1,5.4
2013,NUTS,2010,NL2,1,5.8
2014,NUTS,2010,NL2,1,5.6
2015,NUTS,2010,NL2,1,6.0
2016,NUTS,2010,NL2,1,5.6
2017,NUTS,2010,NL2,1,6.0
2018,NUTS,2010,NL2,1,6.7
2019,NUTS,2010,NL2,1,7.1
2020,NUTS,2010,NL2,1,7.4
2011,NUTS,2010,NL21,2,5.3
2012,NUTS,2010,NL21,2,5.1
2013,NUTS,2010,NL21,2,5.7
2014,NUTS,2010,NL21,2,5.7
2015,NUTS,2010,NL21,2,5.7
2016,NUTS,2010,NL21,2,5.1
2017,NUTS,2010,NL21,2,5.5
2018,NUTS,2010,NL21,2,6.9
2019,NUTS,2010,NL21,2,7.1
2020,NUTS,2010,NL21,2,7.6
2011,NUTS,2010,NL22,2,5.5
2012,NUTS,2010,NL22,2,5.6
2013,NUTS,2010,NL22,2,6.1
2014,NUTS,2010,NL22,2,5.8
2015,NUTS,2010,NL22,2,6.3
2016,NUTS,2010,NL22,2,5.8
2017,NUTS,2010,NL22,2,6.3
2018,NUTS,2010,NL22,2,6.7
2019,NUTS,2010,NL22,2,7.0
2020,NUTS,2010,NL22,2,7.3
2011,NUTS,2010,NL23,2,5.7
2012,NUTS,2010,NL23,2,5.4
2013,NUTS,2010,NL23,2,5.0
2014,NUTS,2010,NL23,2,4.6
2015,NUTS,2010,NL23,2,5.3
2016,NUTS,2010,NL23,2,5.4
2017,NUTS,2010,NL23,2,5.7
2018,NUTS,2010,NL23,2,6.1
2019,NUTS,2010,NL23,2,7.5
2020,NUTS,2010,NL23,2,7.3
2011,NUTS,2010,NL3,1,6.1
2012,NUTS,2010,NL3,1,6.3
2013,NUTS,2010,NL3,1,6.5
2014,NUTS,2010,NL3,1,6.7
2015,NUTS,2010,NL3,1,6.7
2016,NUTS,2010,NL3,1,7.0
2017,NUTS,2010,NL3,1,7.1
2018,NUTS,2010,NL3,1,7.4
2019,NUTS,2010,NL3,1,7.8
2020,NUTS,2010,NL3,1,8.2
2011,NUTS,2010,NL31,2,7.7
2012,NUTS,2010,NL31,2,8.2
2013,NUTS,2010,NL31,2,8.5
2014,NUTS,2010,NL31,2,8.4
2015,NUTS,2010,NL31,2,8.3
2016,NUTS,2010,NL31,2,8.2
2017,NUTS,2010,NL31,2,8.5
2018,NUTS,2010,NL31,2,9.1
2019,NUTS,2010,NL31,2,9.6
2020,NUTS,2010,NL31,2,10.0
2011,NUTS,2010,NL32,2,6.0
2012,NUTS,2010,NL32,2,6.2
2013,NUTS,2010,NL32,2,6.4
2014,NUTS,2010,NL32,2,6.8
2015,NUTS,2010,NL32,2,6.7
2016,NUTS,2010,NL32,2,7.2
2017,NUTS,2010,NL32,2,7.1
2018,NUTS,2010,NL32,2,7.5
2019,NUTS,2010,NL32,2,8.2
2020,NUTS,2010,NL32,2,8.1
2011,NUTS,2010,NL33,2,5.8
2012,NUTS,2010,NL33,2,6.0
2013,NUTS,2010,NL33,2,6.1
2014,NUTS,2010,NL33,2,6.2
2015,NUTS,2010,NL33,2,6.4
2016,NUTS,2010,NL33,2,6.6
2017,NUTS,2010,NL33,2,6.8
2018,NUTS,2010,NL33,2,6.9
2019,NUTS,2010,NL33,2,7.3
2020,NUTS,2010,NL33,2,7.8
2011,NUTS,2010,NL34,2,3.8
2012,NUTS,2010,NL34,2,3.7
2013,NUTS,2010,NL34,2,4.0
2014,NUTS,2010,NL34,2,3.8
2015,NUTS,2010,NL34,2,4.4
2016,NUTS,2010,NL34,2,4.5
2017,NUTS,2010,NL34,2,4.4
2018,NUTS,2010,NL34,2,4.4
2019,NUTS,2010,NL34,2,5.0
2020,NUTS,2010,NL34,2,5.7
2011,NUTS,2010,NL4,1,4.8
2012,NUTS,2010,NL4,1,5.1
2013,NUTS,2010,NL4,1,5.4
2014,NUTS,2010,NL4,1,5.5
2015,NUTS,2010,NL4,1,6.0
2016,NUTS,2010,NL4,1,6.1
2017,NUTS,2010,NL4,1,6.0
2018,NUTS,2010,NL4,1,6.6
2019,NUTS,2010,NL4,1,7.3
2020,NUTS,2010,NL4,1,7.2
2011,NUTS,2010,NL41,2,5.1
2012,NUTS,2010,NL41,2,5.2
2013,NUTS,2010,NL41,2,5.8
2014,NUTS,2010,NL41,2,5.8
2015,NUTS,2010,NL41,2,6.2
2016,NUTS,2010,NL41,2,6.4
2017,NUTS,2010,NL41,2,6.3
2018,NUTS,2010,NL41,2,6.8
2019,NUTS,2010,NL41,2,7.5
2020,NUTS,2010,NL41,2,7.7
2011,NUTS,2010,NL42,2,4.2
2012,NUTS,2010,NL42,2,4.8
2013,NUTS,2010,NL42,2,4.6
2014,NUTS,2010,NL42,2,4.8
2015,NUTS,2010,NL42,2,5.5
2016,NUTS,2010,NL42,2,5.6
2017,NUTS,2010,NL42,2,5.4
2018,NUTS,2010,NL42,2,6.1
2019,NUTS,2010,NL42,2,6.9
2020,NUTS,2010,NL42,2,6.0
2011,NUTS,2010,NO,0,4.8
2012,NUTS,2010,NO,0,5.0
2013,NUTS,2010,NO,0,5.2
2014,NUTS,2010,NO,0,7.1
2015,NUTS,2010,NO,0,7.4
2016,NUTS,2010,NO,0,7.6
2017,NUTS,2010,NO,0,7.8
2018,NUTS,2010,NO,0,7.9
2019,NUTS,2010,NO,0,8.1
2020,NUTS,2010,NO,0,8.2
2011,NUTS,2010,NO0,1,4.8
2012,NUTS,2010,NO0,1,5.0
2013,NUTS,2010,NO0,1,5.2
2014,NUTS,2010,NO0,1,7.1
2015,NUTS,2010,NO0,1,7.4
2016,NUTS,2010,NO0,1,7.6
2017,NUTS,2010,NO0,1,7.8
2018,NUTS,2010,NO0,1,7.9
2019,NUTS,2010,NO0,1,8.1
2020,NUTS,2010,NO0,1,8.2
2011,NUTS,2010,NO01,2,6.8
2012,NUTS,2010,NO01,2,7.3
2013,NUTS,2010,NO01,2,7.5
2014,NUTS,2010,NO01,2,9.5
2015,NUTS,2010,NO01,2,10.1
2016,NUTS,2010,NO01,2,10.0
2017,NUTS,2010,NO01,2,10.2
2018,NUTS,2010,NO01,2,10.5
2019,NUTS,2010,NO01,2,10.4
2020,NUTS,2010,NO01,2,10.1
2011,NUTS,2010,NO02,2,3.5
2012,NUTS,2010,NO02,2,2.9
2013,NUTS,2010,NO02,2,3.1
2014,NUTS,2010,NO02,2,5.1
2015,NUTS,2010,NO02,2,4.9
2016,NUTS,2010,NO02,2,5.8
2017,NUTS,2010,NO02,2,6.1
2018,NUTS,2010,NO02,2,6.2
2019,NUTS,2010,NO02,2,7.0
2020,NUTS,2010,NO02,2,6.6
2011,NUTS,2010,NO03,2,3.7
2012,NUTS,2010,NO03,2,4.4
2013,NUTS,2010,NO03,2,4.6
2014,NUTS,2010,NO03,2,5.9
2015,NUTS,2010,NO03,2,6.1
2016,NUTS,2010,NO03,2,6.6
2017,NUTS,2010,NO03,2,6.6
2018,NUTS,2010,NO03,2,6.4
2019,NUTS,2010,NO03,2,6.7
2020,NUTS,2010,NO03,2,6.7
2011,NUTS,2010,NO04,2,4.9
2012,NUTS,2010,NO04,2,5.2
2013,NUTS,2010,NO04,2,5.1
2014,NUTS,2010,NO04,2,6.6
2015,NUTS,2010,NO04,2,6.5
2016,NUTS,2010,NO04,2,6.9
2017,NUTS,2010,NO04,2,7.2
2018,NUTS,2010,NO04,2,7.2
2019,NUTS,2010,NO04,2,7.4
2020,NUTS,2010,NO04,2,8.2
2011,NUTS,2010,NO05,2,3.8
2012,NUTS,2010,NO05,2,4.0
2013,NUTS,2010,NO05,2,4.5
2014,NUTS,2010,NO05,2,6.4
2015,NUTS,2010,NO05,2,6.8
2016,NUTS,2010,NO05,2,6.8
2017,NUTS,2010,NO05,2,7.5
2018,NUTS,2010,NO05,2,7.9
2019,NUTS,2010,NO05,2,8.2
2020,NUTS,2010,NO05,2,8.2
2011,NUTS,2010,NO06,2,5.8
2012,NUTS,2010,NO06,2,5.4
2013,NUTS,2010,NO06,2,5.8
2014,NUTS,2010,NO06,2,8.3
2015,NUTS,2010,NO06,2,8.3
2016,NUTS,2010,NO06,2,8.3
2017,NUTS,2010,NO06,2,8.3
2018,NUTS,2010,NO06,2,7.9
2019,NUTS,2010,NO06,2,8.0
2020,NUTS,2010,NO06,2,8.6
2011,NUTS,2010,NO07,2,3.5
2012,NUTS,2010,NO07,2,3.3
2013,NUTS,2010,NO07,2,3.6
2014,NUTS,2010,NO07,2,6.1
2015,NUTS,2010,NO07,2,6.3
2016,NUTS,2010,NO07,2,6.0
2017,NUTS,2010,NO07,2,6.1
2018,NUTS,2010,NO07,2,6.8
2019,NUTS,2010,NO07,2,7.1
2020,NUTS,2010,NO07,2,6.6
2011,NUTS,2010,PL,0,3.5
2012,NUTS,2010,PL,0,3.7
2013,NUTS,2010,PL,0,3.8
2014,NUTS,2010,PL,0,4.0
2015,NUTS,2010,PL,0,4.0
2016,NUTS,2010,PL,0,4.1
2017,NUTS,2010,PL,0,4.3
2018,NUTS,2010,PL,0,4.5
2019,NUTS,2010,PL,0,4.7
2020,NUTS,2010,PL,0,4.7
2011,NUTS,2010,PL2,1,3.9
2012,NUTS,2010,PL2,1,4.3
2013,NUTS,2010,PL2,1,4.2
2014,NUTS,2010,PL2,1,4.1
2015,NUTS,2010,PL2,1,4.2
2016,NUTS,2010,PL2,1,4.5
2017,NUTS,2010,PL2,1,4.7
2018,NUTS,2010,PL2,1,4.8
2019,NUTS,2010,PL2,1,5.5
2020,NUTS,2010,PL2,1,5.4
2011,NUTS,2010,PL21,2,3.8
2012,NUTS,2010,PL21,2,4.4
2013,NUTS,2010,PL21,2,4.2
2014,NUTS,2010,PL21,2,4.3
2015,NUTS,2010,PL21,2,4.5
2016,NUTS,2010,PL21,2,4.6
2017,NUTS,2010,PL21,2,5.0
2018,NUTS,2010,PL21,2,5.1
2019,NUTS,2010,PL21,2,5.9
2020,NUTS,2010,PL21,2,6.1
2011,NUTS,2010,PL22,2,4.1
2012,NUTS,2010,PL22,2,4.3
2013,NUTS,2010,PL22,2,4.2
2014,NUTS,2010,PL22,2,4.0
2015,NUTS,2010,PL22,2,4.0
2016,NUTS,2010,PL22,2,4.3
2017,NUTS,2010,PL22,2,4.5
2018,NUTS,2010,PL22,2,4.6
2019,NUTS,2010,PL22,2,5.1
2020,NUTS,2010,PL22,2,4.9
2011,NUTS,2010,PL4,1,2.8
2012,NUTS,2010,PL4,1,2.7
2013,NUTS,2010,PL4,1,2.8
2014,NUTS,2010,PL4,1,3.3
2015,NUTS,2010,PL4,1,3.5
2016,NUTS,2010,PL4,1,3.6
2017,NUTS,2010,PL4,1,3.6
2018,NUTS,2010,PL4,1,3.7
2019,NUTS,2010,PL4,1,3.5
2020,NUTS,2010,PL4,1,3.6
2011,NUTS,2010,PL41,2,2.9
2012,NUTS,2010,PL41,2,2.8
2013,NUTS,2010,PL41,2,2.7
2014,NUTS,2010,PL41,2,3.5
2015,NUTS,2010,PL41,2,3.9
2016,NUTS,2010,PL41,2,3.8
2017,NUTS,2010,PL41,2,3.7
2018,NUTS,2010,PL41,2,3.8
2019,NUTS,2010,PL41,2,3.5
2020,NUTS,2010,PL41,2,3.5
2011,NUTS,2010,PL42,2,2.7
2012,NUTS,2010,PL42,2,2.8
2013,NUTS,2010,PL42,2,3.1
2014,NUTS,2010,PL42,2,3.2
2015,NUTS,2010,PL42,2,3.1
2016,NUTS,2010,PL42,2,3.3
2017,NUTS,2010,PL42,2,3.7
2018,NUTS,2010,PL42,2,4.0
2019,NUTS,2010,PL42,2,3.8
2020,NUTS,2010,PL42,2,3.5
2011,NUTS,2010,PL43,2,2.5
2012,NUTS,2010,PL43,2,2.4
2013,NUTS,2010,PL43,2,2.8
2014,NUTS,2010,PL43,2,3.1
2015,NUTS,2010,PL43,2,3.0
2016,NUTS,2010,PL43,2,3.1
2017,NUTS,2010,PL43,2,3.1
2018,NUTS,2010,PL43,2,3.0
2019,NUTS,2010,PL43,2,3.3
2020,NUTS,2010,PL43,2,4.0
2011,NUTS,2010,PL5,1,3.4
2012,NUTS,2010,PL5,1,3.8
2013,NUTS,2010,PL5,1,4.2
2014,NUTS,2010,PL5,1,4.6
2015,NUTS,2010,PL5,1,4.2
2016,NUTS,2010,PL5,1,4.4
2017,NUTS,2010,PL5,1,4.9
2018,NUTS,2010,PL5,1,4.7
2019,NUTS,2010,PL5,1,4.8
2020,NUTS,2010,PL5,1,4.9
2011,NUTS,2010,PL51,2,3.7
2012,NUTS,2010,PL51,2,4.1
2013,NUTS,2010,PL51,2,4.5
2014,NUTS,2010,PL51,2,5.1
2015,NUTS,2010,PL51,2,4.5
2016,NUTS,2010,PL51,2,4.8
2017,NUTS,2010,PL51,2,5.5
2018,NUTS,2010,PL51,2,5.2
2019,NUTS,2010,PL51,2,5.2
2020,NUTS,2010,PL51,2,5.4
2011,NUTS,2010,PL52,2,2.7
2012,NUTS,2010,PL52,2,2.9
2013,NUTS,2010,PL52,2,3.1
2014,NUTS,2010,PL52,2,3.3
2015,NUTS,2010,PL52,2,3.1
2016,NUTS,2010,PL52,2,2.9
2017,NUTS,2010,PL52,2,3.1
2018,NUTS,2010,PL52,2,3.1
2019,NUTS,2010,PL52,2,3.4
2020,NUTS,2010,PL52,2,3.4
2011,NUTS,2010,PL6,1,3.1
2012,NUTS,2010,PL6,1,3.3
2013,NUTS,2010,PL6,1,3.5
2014,NUTS,2010,PL6,1,3.5
2015,NUTS,2010,PL6,1,3.5
2016,NUTS,2010,PL6,1,3.6
2017,NUTS,2010,PL6,1,4.0
2018,NUTS,2010,PL6,1,4.1
2019,NUTS,2010,PL6,1,3.9
2020,NUTS,2010,PL6,1,4.0
2011,NUTS,2010,PL61,2,2.8
2012,NUTS,2010,PL61,2,2.8
2013,NUTS,2010,PL61,2,3.0
2014,NUTS,2010,PL61,2,2.9
2015,NUTS,2010,PL61,2,2.9
2016,NUTS,2010,PL61,2,3.2
2017,NUTS,2010,PL61,2,3.4
2018,NUTS,2010,PL61,2,3.4
2019,NUTS,2010,PL61,2,3.3
2020,NUTS,2010,PL61,2,3.4
2011,NUTS,2010,PL62,2,2.7
2012,NUTS,2010,PL62,2,2.5
2013,NUTS,2010,PL62,2,2.8
2014,NUTS,2010,PL62,2,2.9
2015,NUTS,2010,PL62,2,2.9
2016,NUTS,2010,PL62,2,2.9
2017,NUTS,2010,PL62,2,2.9
2018,NUTS,2010,PL62,2,2.9
2019,NUTS,2010,PL62,2,2.6
2020,NUTS,2010,PL62,2,3.0
2011,NUTS,2010,PL63,2,3.9
2012,NUTS,2010,PL63,2,4.2
2013,NUTS,2010,PL63,2,4.5
2014,NUTS,2010,PL63,2,4.3
2015,NUTS,2010,PL63,2,4.5
2016,NUTS,2010,PL63,2,4.5
2017,NUTS,2010,PL63,2,5.1
2018,NUTS,2010,PL63,2,5.4
2019,NUTS,2010,PL63,2,5.3
2020,NUTS,2010,PL63,2,5.1
2011,NUTS,2010,PL7,1,3.0
2012,NUTS,2010,PL7,1,3.3
2013,NUTS,2010,PL7,1,3.6
2014,NUTS,2010,PL7,1,3.9
2015,NUTS,2010,PL7,1,3.8
2016,NUTS,2010,PL7,1,3.5
2017,NUTS,2010,PL7,1,3.5
2018,NUTS,2010,PL7,1,4.0
2019,NUTS,2010,PL7,1,3.9
2020,NUTS,2010,PL7,1,3.9
2011,NUTS,2010,PL71,2,3.2
2012,NUTS,2010,PL71,2,3.5
2013,NUTS,2010,PL71,2,3.8
